Name,h1,h2,N1,N2,vocabulary,length,volume,difficulty,effort,time,bugs,MI,CC,CCL,CCO,CEE,CI,LLDC,CLLC,NCR,CR,CEG,TLLOC,TNCL,TNFI,TNM,TNOS,TNPKG,TCLOC,TNDI,WarningBlocker,WarningCritical,WarningMajor,WarningMinor,WarningInfo
PyTorch,4.564951497258541,40.060312104597216,29.87895402783636,55.193378321383385,44.62526360185576,85.07233234921974,652.7100838860827,3.0204640603933104,7965.933613192618,442.5518673995886,0.2175700279620274,69.87334335087559,2.5553872499614005,756,4250,11076.775390625,1897,34779,0.0297983027994632,0.0745257884263992,0.0310044586658477,0.3329287767410278,1167147,12722,4695,82766,512045,1180,205233,1183,0,101181,47802,125983,0
Pytorch image models,8.724907063197026,47.80297397769517,39.44237918215613,73.1635687732342,56.52788104089219,112.60594795539032,744.1164651987805,6.604659796458665,8530.622046581888,473.923447032327,0.2480388217329268,59.05260717276751,4.136623718769368,23,173,604.625,52,1063,0.0157023202627897,0.1684782654047012,0.028542622923851,0.4456546306610107,67697,710,269,4154,27520,23,11292,26,0,987,875,7477,0
qlib,4.912832929782082,23.544794188861985,16.602905569007262,31.113801452784504,28.45762711864407,47.71670702179177,300.057378331801,3.1587426181156157,2735.6737909562294,151.9818772753461,0.1000191261106004,75.52530932880202,2.741801453469701,40,686,8345.0,160,2589,0.0468936786055564,0.2074999958276748,0.5454301834106445,6.033254623413086,55210,686,413,3261,21878,135,18766,138,0,1272,971,4864,0
Rasa,2.9345549738219896,21.56151832460733,13.674083769633508,25.29581151832461,24.49607329842932,38.96989528795812,249.90645589360733,1.7084040203395123,1469.8678704692156,81.65932613717868,0.0833021519645356,74.76965648979406,2.3315981811637,121,416,258.4285888671875,276,4920,0.0368600077927112,0.0901219993829727,0.0220822915434837,0.3975461423397064,133478,555,757,6670,37544,273,21513,276,0,4990,2299,2176,0
Ray,3.51358574610245,21.670824053452115,14.875055679287303,27.93118040089087,25.184409799554565,42.806236080178174,272.0876262649702,2.2195449324168948,2092.450160305054,116.24723112805792,0.0906958754216563,75.00088140516989,3.104391986434674,504,7153,170033.125,1398,23254,0.0371393114328384,0.1434518992900848,0.8600844144821167,7.12921953201294,626129,5403,4479,34640,227198,1358,149343,1361,0,21472,20059,24696,0
Recommenders,3.0034129692832763,20.092150170648463,14.023890784982935,26.208191126279864,23.09556313993174,40.2320819112628,246.65245624521037,1.9881070830170424,1610.5185117357034,89.47325065198365,0.0822174854150701,78.573675801717,2.7852952925345007,45,290,203.98947143554688,105,2913,0.0825329348444938,0.104132555425167,0.0763439014554023,1.4354583024978638,35295,99,293,1355,11911,121,8826,124,0,333,787,1956,0
Redash,1.6894273127753303,5.97136563876652,3.6806167400881056,6.958149779735683,7.66079295154185,10.638766519823788,50.49610361474836,0.982994152215597,211.17612617638932,11.73200700979942,0.0168320345382494,80.31094130748976,2.4053691824922643,12,83,30.8125,26,467,0.0161284748464822,0.1128472238779068,0.0222673118114471,0.6495774388313293,28955,442,454,2231,12717,194,1579,197,0,703,486,1942,0
river,3.895791583166333,17.661322645290582,12.414829659318638,23.671342685370742,21.557114228456918,36.08617234468938,208.8187928004548,2.565888633285167,1540.1972062202149,85.56651145667857,0.0696062642668184,75.20669414350758,2.670794036127931,16,146,236.6000061035156,34,646,0.0119682820513844,0.1500000059604644,0.0381651110947132,0.6981686949729919,53976,609,487,2846,13828,83,27365,86,0,780,615,3364,0
RLAgents,3.152941176470588,14.588235294117649,10.594117647058823,19.94117647058824,17.741176470588236,30.53529411764706,190.0591011904063,2.0439714444115538,1710.977454077946,95.05430300433036,0.0633530337301354,85.22967058769446,2.452006093627209,0,0,0.0,0,0,0.0,0.0,0.0,0.0,7914,113,170,710,4184,99,1674,102,0,114,272,959,0
scikit-learn,6.089478859390364,47.5811209439528,35.80137659783677,65.34611602753196,53.670599803343165,101.14749262536871,720.8117380519452,4.153817491048065,7451.790321023652,413.9883511679805,0.2402705793506485,66.64270529761225,2.922112058173359,100,446,955.6190795898438,224,4535,0.0150273544713854,0.1254761964082718,0.0118675623089075,0.1729368865489959,301783,904,1015,10294,92749,179,132470,182,0,2997,7090,22098,0
Scikit-multiflow,4.900602409638554,27.572289156626507,19.930722891566266,38.27710843373494,32.47289156626506,58.20783132530121,365.5792082893633,3.365014155485402,3069.418623710687,170.52325687281592,0.1218597360964544,71.71166945718481,3.201388693788283,112,1343,6475.6865234375,480,3735,0.0940806046128273,0.1832142025232315,1.1064387559890747,12.54144287109375,39700,215,332,1732,15148,62,17832,65,0,167,690,3135,0
SciPy,6.124793388429752,90.76611570247934,78.57190082644628,139.499173553719,96.89090909090908,218.0710743801653,1886.291390258081,4.576573322320537,26204.51344326928,1455.8063024038477,0.6287637967526946,66.46806823952089,2.398641701878556,169,884,1204.5467529296875,391,5780,0.0157214310020208,0.1053385958075523,0.0343384742736816,0.4840553700923919,367651,2168,1189,18978,140357,309,164732,312,0,5585,9229,48068,0
Scrapy,2.7289972899729,11.208672086720869,7.170731707317073,13.235772357723578,13.937669376693767,20.40650406504065,105.42687747658152,1.599863627432929,486.004849045976,27.00026939144314,0.0351422924921938,72.45711749237937,2.2555212699718536,29,80,155.1666717529297,62,1235,0.0254110004752874,0.0890804603695869,0.0084120361134409,0.1667564362287521,48601,1184,362,4300,20401,60,5000,63,0,1352,1062,2639,0
seaborn,4.849397590361446,61.3855421686747,41.57831325301205,78.25301204819277,66.23493975903614,119.8313253012048,967.726448314289,3.1275853114946384,10189.790022704505,566.0994457058059,0.3225754827714295,68.96714910085564,3.693299455995625,16,163,458.857177734375,39,543,0.0133176362141966,0.1428571492433548,0.0437053963541984,0.713110089302063,40773,275,162,2572,21243,25,6937,28,0,702,1627,4969,0
Snorkel,2.025641025641025,8.301282051282051,7.314102564102564,12.67948717948718,10.326923076923077,19.993589743589745,107.13007184445486,1.4017276430167218,736.2947319445738,40.90526288580967,0.0357100239481515,81.49976586718275,2.794479742826654,8,26,138.3000030517578,18,299,0.0269636567682027,0.2083333432674408,0.0410857610404491,0.8334604501724243,11089,152,156,649,3980,49,4172,52,0,361,212,785,0
Sonnet,2.8010752688172045,11.091397849462366,7.741935483870968,14.204301075268818,13.89247311827957,21.946236559139784,115.26176590933764,1.8118939434937344,663.2198856227267,36.84554920126259,0.0384205886364458,80.05700961827628,1.992426978643608,4,28,60.0,8,138,0.0083418972790241,0.1666666716337204,0.0161867719143629,0.3953425884246826,16543,323,186,1313,6678,55,6209,58,0,577,9020,1402,0
spaCy,2.193842645381984,16.789053591790193,11.538198403648805,21.96237172177879,18.982896237172177,33.50057012542759,215.41218101580836,1.4214996487149014,1399.512038505234,77.7506688058464,0.0718040603386027,78.88665806627543,4.6233747948755175,38,412,384.2000122070313,93,2177,0.0197254568338394,0.2710526287555694,0.1165949329733848,1.958945035934448,110365,130,868,3124,26443,209,8459,212,0,790,1387,2235,0
Stable Diffusion webui,5.690476190476191,38.035714285714285,27.96031746031746,53.05555555555556,43.72619047619048,81.01587301587301,576.1884778242223,3.815201065411381,6536.292174026668,363.1273430014815,0.1920628259414076,62.54920413076638,4.148005605641106,96,702,12402.111328125,360,2008,0.0659225210547447,0.238425925374031,1.4687787294387815,15.457914352416992,30460,314,251,1981,18946,48,2823,51,0,626,679,5454,0
Stanza,5.265560165975104,32.54979253112033,22.649377593360995,42.8402489626556,37.81535269709544,65.4896265560166,421.8292581422905,3.42796070179164,3607.3114339753993,200.40619077641105,0.1406097527140969,68.90054751048378,4.303277337743982,25,310,199.4375,64,543,0.0094130290672183,0.1844999939203262,0.0518117472529411,0.978379487991333,57686,260,481,2991,30167,59,15122,62,0,2414,2100,5754,0
Statsmodels,5.523809523809524,78.15254237288136,71.75706214689265,108.57869249394672,83.67635189669087,180.33575464083935,1558.572871253103,3.95149940731462,11478.754246805522,637.7085692669738,0.5195242904177008,66.63768417669358,2.2085906521948258,316,1592,6241.1865234375,861,14781,0.0453934036195278,0.1022481694817543,0.0596934333443641,0.6830645799636841,325620,2168,1236,12087,110890,225,126164,228,0,4398,8648,21352,0
SuperAGI,1.7367387033398822,7.94106090373281,4.990176817288802,9.63261296660118,9.677799607072693,14.62278978388998,68.99351323684256,1.0552059911949183,251.6768974526672,13.98204985848153,0.0229978377456142,80.89639486756992,2.5311745328151183,11,66,44.900001525878906,24,483,0.0186198912560939,0.1818181872367859,0.0278720129281282,0.7326053380966187,25940,396,509,1603,10383,112,5997,115,0,1354,1265,3104,0
TensorFlow,3.190865576386119,22.37933785400877,16.8968887116075,30.295771838851216,25.57020343039489,47.19266055045872,321.3097493471461,2.099504987068557,2896.090883895574,160.89393799419884,0.1071032497823817,78.18357830669666,2.2489022620424883,886,4883,9274.45703125,2170,36835,0.0390489175915718,0.0798843950033187,0.0432821661233902,0.47380131483078,943304,6137,5000,61312,372365,1987,306853,1990,0,31206,479025,70623,0
TensorForce,4.7967032967032965,33.87362637362637,28.25824175824176,53.0054945054945,38.67032967032967,81.26373626373626,571.4323076101698,3.499659843693561,6473.637887866627,359.6465493259236,0.1904774358700566,73.37525233328286,5.329001759479274,21,177,782.6000366210938,44,1066,0.0402994118630886,0.2047619074583053,0.090760625898838,1.3621516227722168,26452,194,182,1379,12434,34,8265,37,0,568,539,1138,0
TensorLayer,4.5864406779661016,28.6271186440678,22.196610169491525,41.74576271186441,33.2135593220339,63.94237288135593,422.0715402866845,3.3590403169727665,3886.132446205196,215.8962470113999,0.140690513428895,72.48914714170715,2.466979419592674,70,621,1374.6666259765625,162,3698,0.0874624550342559,0.2107936590909958,0.4102762341499328,5.671710968017578,42281,316,295,2049,16417,62,18081,65,0,2668,966,5640,0
TensorLayerX,5.605042016806722,45.61764705882353,37.52941176470589,70.74789915966386,51.22268907563025,108.27731092436974,797.8803822165843,4.338164419022144,9473.92744536832,526.3293025204624,0.265960127405528,65.98904930467297,2.1932651502295677,105,1465,3508.25927734375,265,4881,0.0779637768864631,0.1940992772579193,0.4762825965881347,5.828128337860107,62606,994,238,4635,23900,48,27813,51,0,2347,1769,9114,0
torchvision,5.337028824833703,37.33259423503326,27.647450110864742,50.87361419068736,42.66962305986696,78.5210643015521,563.9114110181054,3.5767135033877264,6046.322669696381,335.9068149831323,0.1879704703393683,70.6319138596719,4.017551323880581,107,538,1183.647705078125,333,5901,0.0694897472858429,0.0966770723462104,0.1069030985236167,1.510593295097351,84919,979,451,4756,33343,127,19281,130,0,3864,1343,8186,0
TPOT,1.9102564102564104,15.128205128205128,9.833333333333334,18.2948717948718,17.03846153846154,28.128205128205128,198.3433273619575,1.1798852593168765,1757.2006880253612,97.6222604458534,0.0661144424539858,86.498296222164,2.339941881554948,10,36,45.66666793823242,28,308,0.0335621647536754,0.1111111119389534,0.0401971116662025,1.051864743232727,9177,21,78,386,2956,30,3033,33,0,55,708,588,0
Transformers,6.231448185681595,51.35632559660019,46.40372670807454,81.88166067342269,57.58777378228179,128.28538738149723,937.7979838187854,4.77981561118848,12474.980316050707,693.0544620028113,0.3125993279395951,64.18519726814957,4.196742421474634,4391,94831,2844476.0,19238,272225,0.2711855471134186,0.311727225780487,13.024434089660645,70.46231079101562,1003833,11585,3050,45298,395313,736,236770,739,0,36038,21123,113238,0
TTS,4.291984732824427,24.14885496183206,18.72328244274809,34.75954198473283,28.44083969465649,53.482824427480914,357.63722571164584,2.9802524544012585,3864.628957982373,214.7016087767985,0.1192124085705485,76.38781605220464,3.19957139514706,127,764,10025.1044921875,427,5942,0.0938734263181686,0.3273837268352508,0.614916205406189,6.664656639099121,63298,575,522,2728,23564,143,16580,146,0,3136,382,6436,0
vit-pytorch,9.157894736842104,37.70175438596491,29.68421052631579,53.175438596491226,46.85964912280702,82.85964912280701,484.28141382895296,6.4607724512025495,3907.880710740794,217.10448393004407,0.1614271379429843,53.75062756156172,1.954890028983686,4,24,310.0,8,166,0.0236231684684753,0.5,0.0907926559448242,1.5825666189193726,7027,242,57,669,3881,5,437,8,0,341,178,1388,0
Yellowbrick,2.2452830188679247,10.437106918238994,7.091194968553459,12.751572327044023,12.68238993710692,19.842767295597483,106.5106111721431,1.3801893443140707,474.12273984794814,26.340152213774918,0.035503537057381,81.61426274407638,2.11435158173131,49,178,399.5151672363281,110,2110,0.0565123073756694,0.1590599864721298,0.1080056279897689,1.802827835083008,37337,197,318,1584,9863,150,21276,153,0,1603,801,2982,0
